,prior,eos,kr,fault,uw,woc
608,99,1,1,0.01,0.35,5750.0
609,99,1,1,0.01,0.45,5650.0
610,99,1,1,0.01,0.45,5700.0
611,99,1,1,0.01,0.45,5750.0
612,99,1,1,0.1,0.25,5650.0
613,99,1,1,0.1,0.25,5700.0
614,99,1,1,0.1,0.25,5750.0
615,99,1,1,0.1,0.35,5650.0
616,99,1,1,0.1,0.35,5700.0
617,99,1,1,0.1,0.35,5750.0
618,99,1,1,0.1,0.45,5650.0
619,99,1,1,0.1,0.45,5700.0
620,99,1,1,0.1,0.45,5750.0
621,99,1,2,0.001,0.25,5650.0
622,99,1,2,0.001,0.25,5700.0
623,99,1,2,0.001,0.25,5750.0
624,99,1,2,0.001,0.35,5650.0
625,99,1,2,0.001,0.35,5700.0
626,99,1,2,0.001,0.35,5750.0
627,99,1,2,0.001,0.45,5650.0
628,99,1,2,0.001,0.45,5700.0
629,99,1,2,0.001,0.45,5750.0
630,99,1,2,0.01,0.25,5650.0
631,99,1,2,0.01,0.25,5700.0
632,99,1,2,0.01,0.25,5750.0
633,99,1,2,0.01,0.35,5650.0
634,99,1,2,0.01,0.35,5700.0
635,99,1,2,0.01,0.35,5750.0
636,99,1,2,0.01,0.45,5650.0
637,99,1,2,0.01,0.45,5700.0
638,99,1,2,0.01,0.45,5750.0
639,99,1,2,0.1,0.25,5650.0
640,99,1,2,0.1,0.25,5700.0
641,99,1,2,0.1,0.25,5750.0
642,99,1,2,0.1,0.35,5650.0
643,99,1,2,0.1,0.35,5700.0
644,99,1,2,0.1,0.35,5750.0
645,99,1,2,0.1,0.45,5650.0
646,99,1,2,0.1,0.45,5700.0
647,99,1,2,0.1,0.45,5750.0
648,99,2,0,0.001,0.25,5650.0
649,99,2,0,0.001,0.25,5700.0
650,99,2,0,0.001,0.25,5750.0
651,99,2,0,0.001,0.35,5650.0
652,99,2,0,0.001,0.35,5700.0
653,99,2,0,0.001,0.35,5750.0
654,99,2,0,0.001,0.45,5650.0
655,99,2,0,0.001,0.45,5700.0
656,99,2,0,0.001,0.45,5750.0
657,99,2,0,0.01,0.25,5650.0
658,99,2,0,0.01,0.25,5700.0
659,99,2,0,0.01,0.25,5750.0
660,99,2,0,0.01,0.35,5650.0
661,99,2,0,0.01,0.35,5700.0
662,99,2,0,0.01,0.35,5750.0
663,99,2,0,0.01,0.45,5650.0
664,99,2,0,0.01,0.45,5700.0
665,99,2,0,0.01,0.45,5750.0
666,99,2,0,0.1,0.25,5650.0
667,99,2,0,0.1,0.25,5700.0
668,99,2,0,0.1,0.25,5750.0
669,99,2,0,0.1,0.35,5650.0
670,99,2,0,0.1,0.35,5700.0
671,99,2,0,0.1,0.35,5750.0
672,99,2,0,0.1,0.45,5650.0
673,99,2,0,0.1,0.45,5700.0
674,99,2,0,0.1,0.45,5750.0
675,99,2,1,0.001,0.25,5650.0
676,99,2,1,0.001,0.25,5700.0
677,99,2,1,0.001,0.25,5750.0
678,99,2,1,0.001,0.35,5650.0
679,99,2,1,0.001,0.35,5700.0
680,99,2,1,0.001,0.35,5750.0
681,99,2,1,0.001,0.45,5650.0
682,99,2,1,0.001,0.45,5700.0
683,99,2,1,0.001,0.45,5750.0
684,99,2,1,0.01,0.25,5650.0
685,99,2,1,0.01,0.25,5700.0
686,99,2,1,0.01,0.25,5750.0
687,99,2,1,0.01,0.35,5650.0
688,99,2,1,0.01,0.35,5700.0
689,99,2,1,0.01,0.35,5750.0
690,99,2,1,0.01,0.45,5650.0
691,99,2,1,0.01,0.45,5700.0
692,99,2,1,0.01,0.45,5750.0
693,99,2,1,0.1,0.25,5650.0
694,99,2,1,0.1,0.25,5700.0
695,99,2,1,0.1,0.25,5750.0
696,99,2,1,0.1,0.35,5650.0
697,99,2,1,0.1,0.35,5700.0
698,99,2,1,0.1,0.35,5750.0
699,99,2,1,0.1,0.45,5650.0
700,99,2,1,0.1,0.45,5700.0
701,99,2,1,0.1,0.45,5750.0
702,99,2,2,0.001,0.25,5650.0
703,99,2,2,0.001,0.25,5700.0
704,99,2,2,0.001,0.25,5750.0
705,99,2,2,0.001,0.35,5650.0
706,99,2,2,0.001,0.35,5700.0
707,99,2,2,0.001,0.35,5750.0
708,99,2,2,0.001,0.45,5650.0
709,99,2,2,0.001,0.45,5700.0
710,99,2,2,0.001,0.45,5750.0
711,99,2,2,0.01,0.25,5650.0
712,99,2,2,0.01,0.25,5700.0
713,99,2,2,0.01,0.25,5750.0
714,99,2,2,0.01,0.35,5650.0
715,99,2,2,0.01,0.35,5700.0
716,99,2,2,0.01,0.35,5750.0
717,99,2,2,0.01,0.45,5650.0
718,99,2,2,0.01,0.45,5700.0
719,99,2,2,0.01,0.45,5750.0
720,99,2,2,0.1,0.25,5650.0
721,99,2,2,0.1,0.25,5700.0
722,99,2,2,0.1,0.25,5750.0
723,99,2,2,0.1,0.35,5650.0
724,99,2,2,0.1,0.35,5700.0
725,99,2,2,0.1,0.35,5750.0
726,99,2,2,0.1,0.45,5650.0
727,99,2,2,0.1,0.45,5700.0
728,99,2,2,0.1,0.45,5750.0
729,4,0,0,0.001,0.25,5650.0
730,4,0,0,0.001,0.25,5700.0
731,4,0,0,0.001,0.25,5750.0
732,4,0,0,0.001,0.35,5650.0
733,4,0,0,0.001,0.35,5700.0
734,4,0,0,0.001,0.35,5750.0
735,4,0,0,0.001,0.45,5650.0
736,4,0,0,0.001,0.45,5700.0
737,4,0,0,0.001,0.45,5750.0
738,4,0,0,0.01,0.25,5650.0
739,4,0,0,0.01,0.25,5700.0
740,4,0,0,0.01,0.25,5750.0
741,4,0,0,0.01,0.35,5650.0
742,4,0,0,0.01,0.35,5700.0
743,4,0,0,0.01,0.35,5750.0
744,4,0,0,0.01,0.45,5650.0
745,4,0,0,0.01,0.45,5700.0
746,4,0,0,0.01,0.45,5750.0
747,4,0,0,0.1,0.25,5650.0
748,4,0,0,0.1,0.25,5700.0
749,4,0,0,0.1,0.25,5750.0
750,4,0,0,0.1,0.35,5650.0
751,4,0,0,0.1,0.35,5700.0
752,4,0,0,0.1,0.35,5750.0
753,4,0,0,0.1,0.45,5650.0
754,4,0,0,0.1,0.45,5700.0
755,4,0,0,0.1,0.45,5750.0
756,4,0,1,0.001,0.25,5650.0
757,4,0,1,0.001,0.25,5700.0
758,4,0,1,0.001,0.25,5750.0
759,4,0,1,0.001,0.35,5650.0
760,4,0,1,0.001,0.35,5700.0
761,4,0,1,0.001,0.35,5750.0
762,4,0,1,0.001,0.45,5650.0
763,4,0,1,0.001,0.45,5700.0
764,4,0,1,0.001,0.45,5750.0
765,4,0,1,0.01,0.25,5650.0
766,4,0,1,0.01,0.25,5700.0
767,4,0,1,0.01,0.25,5750.0
768,4,0,1,0.01,0.35,5650.0
769,4,0,1,0.01,0.35,5700.0
770,4,0,1,0.01,0.35,5750.0
771,4,0,1,0.01,0.45,5650.0
772,4,0,1,0.01,0.45,5700.0
773,4,0,1,0.01,0.45,5750.0
774,4,0,1,0.1,0.25,5650.0
775,4,0,1,0.1,0.25,5700.0
776,4,0,1,0.1,0.25,5750.0
777,4,0,1,0.1,0.35,5650.0
778,4,0,1,0.1,0.35,5700.0
779,4,0,1,0.1,0.35,5750.0
780,4,0,1,0.1,0.45,5650.0
781,4,0,1,0.1,0.45,5700.0
782,4,0,1,0.1,0.45,5750.0
783,4,0,2,0.001,0.25,5650.0
784,4,0,2,0.001,0.25,5700.0
785,4,0,2,0.001,0.25,5750.0
786,4,0,2,0.001,0.35,5650.0
787,4,0,2,0.001,0.35,5700.0
788,4,0,2,0.001,0.35,5750.0
789,4,0,2,0.001,0.45,5650.0
790,4,0,2,0.001,0.45,5700.0
791,4,0,2,0.001,0.45,5750.0
792,4,0,2,0.01,0.25,5650.0
793,4,0,2,0.01,0.25,5700.0
794,4,0,2,0.01,0.25,5750.0
795,4,0,2,0.01,0.35,5650.0
796,4,0,2,0.01,0.35,5700.0
797,4,0,2,0.01,0.35,5750.0
798,4,0,2,0.01,0.45,5650.0
799,4,0,2,0.01,0.45,5700.0
800,4,0,2,0.01,0.45,5750.0
801,4,0,2,0.1,0.25,5650.0
802,4,0,2,0.1,0.25,5700.0
803,4,0,2,0.1,0.25,5750.0
804,4,0,2,0.1,0.35,5650.0
805,4,0,2,0.1,0.35,5700.0
806,4,0,2,0.1,0.35,5750.0
807,4,0,2,0.1,0.45,5650.0
808,4,0,2,0.1,0.45,5700.0
809,4,0,2,0.1,0.45,5750.0
810,4,1,0,0.001,0.25,5650.0
811,4,1,0,0.001,0.25,5700.0
812,4,1,0,0.001,0.25,5750.0
813,4,1,0,0.001,0.35,5650.0
814,4,1,0,0.001,0.35,5700.0
815,4,1,0,0.001,0.35,5750.0
816,4,1,0,0.001,0.45,5650.0
817,4,1,0,0.001,0.45,5700.0
818,4,1,0,0.001,0.45,5750.0
819,4,1,0,0.01,0.25,5650.0
820,4,1,0,0.01,0.25,5700.0
821,4,1,0,0.01,0.25,5750.0
822,4,1,0,0.01,0.35,5650.0
823,4,1,0,0.01,0.35,5700.0
824,4,1,0,0.01,0.35,5750.0
825,4,1,0,0.01,0.45,5650.0
826,4,1,0,0.01,0.45,5700.0
827,4,1,0,0.01,0.45,5750.0
828,4,1,0,0.1,0.25,5650.0
829,4,1,0,0.1,0.25,5700.0
830,4,1,0,0.1,0.25,5750.0
831,4,1,0,0.1,0.35,5650.0
832,4,1,0,0.1,0.35,5700.0
833,4,1,0,0.1,0.35,5750.0
834,4,1,0,0.1,0.45,5650.0
835,4,1,0,0.1,0.45,5700.0
836,4,1,0,0.1,0.45,5750.0
837,4,1,1,0.001,0.25,5650.0
838,4,1,1,0.001,0.25,5700.0
839,4,1,1,0.001,0.25,5750.0
840,4,1,1,0.001,0.35,5650.0
841,4,1,1,0.001,0.35,5700.0
842,4,1,1,0.001,0.35,5750.0
843,4,1,1,0.001,0.45,5650.0
844,4,1,1,0.001,0.45,5700.0
845,4,1,1,0.001,0.45,5750.0
846,4,1,1,0.01,0.25,5650.0
847,4,1,1,0.01,0.25,5700.0
848,4,1,1,0.01,0.25,5750.0
849,4,1,1,0.01,0.35,5650.0
850,4,1,1,0.01,0.35,5700.0
851,4,1,1,0.01,0.35,5750.0
852,4,1,1,0.01,0.45,5650.0
853,4,1,1,0.01,0.45,5700.0
854,4,1,1,0.01,0.45,5750.0
855,4,1,1,0.1,0.25,5650.0
856,4,1,1,0.1,0.25,5700.0
857,4,1,1,0.1,0.25,5750.0
858,4,1,1,0.1,0.35,5650.0
859,4,1,1,0.1,0.35,5700.0
860,4,1,1,0.1,0.35,5750.0
861,4,1,1,0.1,0.45,5650.0
862,4,1,1,0.1,0.45,5700.0
863,4,1,1,0.1,0.45,5750.0
864,4,1,2,0.001,0.25,5650.0
865,4,1,2,0.001,0.25,5700.0
866,4,1,2,0.001,0.25,5750.0
867,4,1,2,0.001,0.35,5650.0
868,4,1,2,0.001,0.35,5700.0
869,4,1,2,0.001,0.35,5750.0
870,4,1,2,0.001,0.45,5650.0
871,4,1,2,0.001,0.45,5700.0
872,4,1,2,0.001,0.45,5750.0
873,4,1,2,0.01,0.25,5650.0
874,4,1,2,0.01,0.25,5700.0
875,4,1,2,0.01,0.25,5750.0
876,4,1,2,0.01,0.35,5650.0
877,4,1,2,0.01,0.35,5700.0
878,4,1,2,0.01,0.35,5750.0
879,4,1,2,0.01,0.45,5650.0
880,4,1,2,0.01,0.45,5700.0
881,4,1,2,0.01,0.45,5750.0
882,4,1,2,0.1,0.25,5650.0
883,4,1,2,0.1,0.25,5700.0
884,4,1,2,0.1,0.25,5750.0
885,4,1,2,0.1,0.35,5650.0
886,4,1,2,0.1,0.35,5700.0
887,4,1,2,0.1,0.35,5750.0
888,4,1,2,0.1,0.45,5650.0
889,4,1,2,0.1,0.45,5700.0
890,4,1,2,0.1,0.45,5750.0
891,4,2,0,0.001,0.25,5650.0
892,4,2,0,0.001,0.25,5700.0
893,4,2,0,0.001,0.25,5750.0
894,4,2,0,0.001,0.35,5650.0
895,4,2,0,0.001,0.35,5700.0
896,4,2,0,0.001,0.35,5750.0
897,4,2,0,0.001,0.45,5650.0
898,4,2,0,0.001,0.45,5700.0
899,4,2,0,0.001,0.45,5750.0
900,4,2,0,0.01,0.25,5650.0
901,4,2,0,0.01,0.25,5700.0
902,4,2,0,0.01,0.25,5750.0
903,4,2,0,0.01,0.35,5650.0
904,4,2,0,0.01,0.35,5700.0
905,4,2,0,0.01,0.35,5750.0
906,4,2,0,0.01,0.45,5650.0
907,4,2,0,0.01,0.45,5700.0
908,4,2,0,0.01,0.45,5750.0
909,4,2,0,0.1,0.25,5650.0
910,4,2,0,0.1,0.25,5700.0
911,4,2,0,0.1,0.25,5750.0
912,4,2,0,0.1,0.35,5650.0
913,4,2,0,0.1,0.35,5700.0
914,4,2,0,0.1,0.35,5750.0
915,4,2,0,0.1,0.45,5650.0
916,4,2,0,0.1,0.45,5700.0
917,4,2,0,0.1,0.45,5750.0
918,4,2,1,0.001,0.25,5650.0
919,4,2,1,0.001,0.25,5700.0
920,4,2,1,0.001,0.25,5750.0
921,4,2,1,0.001,0.35,5650.0
922,4,2,1,0.001,0.35,5700.0
923,4,2,1,0.001,0.35,5750.0
924,4,2,1,0.001,0.45,5650.0
925,4,2,1,0.001,0.45,5700.0
926,4,2,1,0.001,0.45,5750.0
927,4,2,1,0.01,0.25,5650.0
928,4,2,1,0.01,0.25,5700.0
929,4,2,1,0.01,0.25,5750.0
930,4,2,1,0.01,0.35,5650.0
931,4,2,1,0.01,0.35,5700.0
932,4,2,1,0.01,0.35,5750.0
933,4,2,1,0.01,0.45,5650.0
934,4,2,1,0.01,0.45,5700.0
935,4,2,1,0.01,0.45,5750.0
936,4,2,1,0.1,0.25,5650.0
937,4,2,1,0.1,0.25,5700.0
938,4,2,1,0.1,0.25,5750.0
939,4,2,1,0.1,0.35,5650.0
940,4,2,1,0.1,0.35,5700.0
941,4,2,1,0.1,0.35,5750.0
942,4,2,1,0.1,0.45,5650.0
943,4,2,1,0.1,0.45,5700.0
944,4,2,1,0.1,0.45,5750.0
945,4,2,2,0.001,0.25,5650.0
946,4,2,2,0.001,0.25,5700.0
947,4,2,2,0.001,0.25,5750.0
948,4,2,2,0.001,0.35,5650.0
949,4,2,2,0.001,0.35,5700.0
950,4,2,2,0.001,0.35,5750.0
951,4,2,2,0.001,0.45,5650.0
952,4,2,2,0.001,0.45,5700.0
953,4,2,2,0.001,0.45,5750.0
954,4,2,2,0.01,0.25,5650.0
955,4,2,2,0.01,0.25,5700.0
956,4,2,2,0.01,0.25,5750.0
957,4,2,2,0.01,0.35,5650.0
958,4,2,2,0.01,0.35,5700.0
959,4,2,2,0.01,0.35,5750.0
960,4,2,2,0.01,0.45,5650.0
961,4,2,2,0.01,0.45,5700.0
962,4,2,2,0.01,0.45,5750.0
963,4,2,2,0.1,0.25,5650.0
964,4,2,2,0.1,0.25,5700.0
965,4,2,2,0.1,0.25,5750.0
966,4,2,2,0.1,0.35,5650.0
967,4,2,2,0.1,0.35,5700.0
968,4,2,2,0.1,0.35,5750.0
969,4,2,2,0.1,0.45,5650.0
970,4,2,2,0.1,0.45,5700.0
971,4,2,2,0.1,0.45,5750.0
972,48,0,0,0.001,0.25,5650.0
973,48,0,0,0.001,0.25,5700.0
974,48,0,0,0.001,0.25,5750.0
975,48,0,0,0.001,0.35,5650.0
976,48,0,0,0.001,0.35,5700.0
977,48,0,0,0.001,0.35,5750.0
978,48,0,0,0.001,0.45,5650.0
979,48,0,0,0.001,0.45,5700.0
980,48,0,0,0.001,0.45,5750.0
981,48,0,0,0.01,0.25,5650.0
982,48,0,0,0.01,0.25,5700.0
983,48,0,0,0.01,0.25,5750.0
984,48,0,0,0.01,0.35,5650.0
985,48,0,0,0.01,0.35,5700.0
986,48,0,0,0.01,0.35,5750.0
987,48,0,0,0.01,0.45,5650.0
988,48,0,0,0.01,0.45,5700.0
989,48,0,0,0.01,0.45,5750.0
990,48,0,0,0.1,0.25,5650.0
991,48,0,0,0.1,0.25,5700.0
992,48,0,0,0.1,0.25,5750.0
993,48,0,0,0.1,0.35,5650.0
994,48,0,0,0.1,0.35,5700.0
995,48,0,0,0.1,0.35,5750.0
996,48,0,0,0.1,0.45,5650.0
997,48,0,0,0.1,0.45,5700.0
998,48,0,0,0.1,0.45,5750.0
999,48,0,1,0.001,0.25,5650.0
1000,48,0,1,0.001,0.25,5700.0
1001,48,0,1,0.001,0.25,5750.0
1002,48,0,1,0.001,0.35,5650.0
1003,48,0,1,0.001,0.35,5700.0
1004,48,0,1,0.001,0.35,5750.0
1005,48,0,1,0.001,0.45,5650.0
1006,48,0,1,0.001,0.45,5700.0
1007,48,0,1,0.001,0.45,5750.0
1008,48,0,1,0.01,0.25,5650.0
1009,48,0,1,0.01,0.25,5700.0
1010,48,0,1,0.01,0.25,5750.0
1011,48,0,1,0.01,0.35,5650.0
1012,48,0,1,0.01,0.35,5700.0
1013,48,0,1,0.01,0.35,5750.0
1014,48,0,1,0.01,0.45,5650.0
1015,48,0,1,0.01,0.45,5700.0
1016,48,0,1,0.01,0.45,5750.0
1017,48,0,1,0.1,0.25,5650.0
1018,48,0,1,0.1,0.25,5700.0
1019,48,0,1,0.1,0.25,5750.0
1020,48,0,1,0.1,0.35,5650.0
1021,48,0,1,0.1,0.35,5700.0
1022,48,0,1,0.1,0.35,5750.0
1023,48,0,1,0.1,0.45,5650.0
1024,48,0,1,0.1,0.45,5700.0
1025,48,0,1,0.1,0.45,5750.0
1026,48,0,2,0.001,0.25,5650.0
1027,48,0,2,0.001,0.25,5700.0
1028,48,0,2,0.001,0.25,5750.0
1029,48,0,2,0.001,0.35,5650.0
1030,48,0,2,0.001,0.35,5700.0
1031,48,0,2,0.001,0.35,5750.0
1032,48,0,2,0.001,0.45,5650.0
1033,48,0,2,0.001,0.45,5700.0
1034,48,0,2,0.001,0.45,5750.0
1035,48,0,2,0.01,0.25,5650.0
1036,48,0,2,0.01,0.25,5700.0
1037,48,0,2,0.01,0.25,5750.0
1038,48,0,2,0.01,0.35,5650.0
1039,48,0,2,0.01,0.35,5700.0
1040,48,0,2,0.01,0.35,5750.0
1041,48,0,2,0.01,0.45,5650.0
1042,48,0,2,0.01,0.45,5700.0
1043,48,0,2,0.01,0.45,5750.0
1044,48,0,2,0.1,0.25,5650.0
1045,48,0,2,0.1,0.25,5700.0
1046,48,0,2,0.1,0.25,5750.0
1047,48,0,2,0.1,0.35,5650.0
1048,48,0,2,0.1,0.35,5700.0
1049,48,0,2,0.1,0.35,5750.0
1050,48,0,2,0.1,0.45,5650.0
1051,48,0,2,0.1,0.45,5700.0
1052,48,0,2,0.1,0.45,5750.0
1053,48,1,0,0.001,0.25,5650.0
1054,48,1,0,0.001,0.25,5700.0
1055,48,1,0,0.001,0.25,5750.0
1056,48,1,0,0.001,0.35,5650.0
1057,48,1,0,0.001,0.35,5700.0
1058,48,1,0,0.001,0.35,5750.0
1059,48,1,0,0.001,0.45,5650.0
1060,48,1,0,0.001,0.45,5700.0
1061,48,1,0,0.001,0.45,5750.0
1062,48,1,0,0.01,0.25,5650.0
1063,48,1,0,0.01,0.25,5700.0
1064,48,1,0,0.01,0.25,5750.0
1065,48,1,0,0.01,0.35,5650.0
1066,48,1,0,0.01,0.35,5700.0
1067,48,1,0,0.01,0.35,5750.0
1068,48,1,0,0.01,0.45,5650.0
1069,48,1,0,0.01,0.45,5700.0
1070,48,1,0,0.01,0.45,5750.0
1071,48,1,0,0.1,0.25,5650.0
1072,48,1,0,0.1,0.25,5700.0
1073,48,1,0,0.1,0.25,5750.0
1074,48,1,0,0.1,0.35,5650.0
1075,48,1,0,0.1,0.35,5700.0
1076,48,1,0,0.1,0.35,5750.0
1077,48,1,0,0.1,0.45,5650.0
1078,48,1,0,0.1,0.45,5700.0
1079,48,1,0,0.1,0.45,5750.0
1080,48,1,1,0.001,0.25,5650.0
1081,48,1,1,0.001,0.25,5700.0
1082,48,1,1,0.001,0.25,5750.0
1083,48,1,1,0.001,0.35,5650.0
1084,48,1,1,0.001,0.35,5700.0
1085,48,1,1,0.001,0.35,5750.0
1086,48,1,1,0.001,0.45,5650.0
1087,48,1,1,0.001,0.45,5700.0
1088,48,1,1,0.001,0.45,5750.0
1089,48,1,1,0.01,0.25,5650.0
1090,48,1,1,0.01,0.25,5700.0
1091,48,1,1,0.01,0.25,5750.0
1092,48,1,1,0.01,0.35,5650.0
1093,48,1,1,0.01,0.35,5700.0
1094,48,1,1,0.01,0.35,5750.0
1095,48,1,1,0.01,0.45,5650.0
1096,48,1,1,0.01,0.45,5700.0
1097,48,1,1,0.01,0.45,5750.0
1098,48,1,1,0.1,0.25,5650.0
1099,48,1,1,0.1,0.25,5700.0
1100,48,1,1,0.1,0.25,5750.0
1101,48,1,1,0.1,0.35,5650.0
1102,48,1,1,0.1,0.35,5700.0
1103,48,1,1,0.1,0.35,5750.0
1104,48,1,1,0.1,0.45,5650.0
1105,48,1,1,0.1,0.45,5700.0
1106,48,1,1,0.1,0.45,5750.0
1107,48,1,2,0.001,0.25,5650.0
1108,48,1,2,0.001,0.25,5700.0
1109,48,1,2,0.001,0.25,5750.0
1110,48,1,2,0.001,0.35,5650.0
1111,48,1,2,0.001,0.35,5700.0
1112,48,1,2,0.001,0.35,5750.0
1113,48,1,2,0.001,0.45,5650.0
1114,48,1,2,0.001,0.45,5700.0
1115,48,1,2,0.001,0.45,5750.0
1116,48,1,2,0.01,0.25,5650.0
1117,48,1,2,0.01,0.25,5700.0
1118,48,1,2,0.01,0.25,5750.0
1119,48,1,2,0.01,0.35,5650.0
1120,48,1,2,0.01,0.35,5700.0
1121,48,1,2,0.01,0.35,5750.0
1122,48,1,2,0.01,0.45,5650.0
1123,48,1,2,0.01,0.45,5700.0
1124,48,1,2,0.01,0.45,5750.0
1125,48,1,2,0.1,0.25,5650.0
1126,48,1,2,0.1,0.25,5700.0
1127,48,1,2,0.1,0.25,5750.0
1128,48,1,2,0.1,0.35,5650.0
1129,48,1,2,0.1,0.35,5700.0
1130,48,1,2,0.1,0.35,5750.0
1131,48,1,2,0.1,0.45,5650.0
1132,48,1,2,0.1,0.45,5700.0
1133,48,1,2,0.1,0.45,5750.0
1134,48,2,0,0.001,0.25,5650.0
1135,48,2,0,0.001,0.25,5700.0
1136,48,2,0,0.001,0.25,5750.0
1137,48,2,0,0.001,0.35,5650.0
1138,48,2,0,0.001,0.35,5700.0
1139,48,2,0,0.001,0.35,5750.0
1140,48,2,0,0.001,0.45,5650.0
1141,48,2,0,0.001,0.45,5700.0
1142,48,2,0,0.001,0.45,5750.0
1143,48,2,0,0.01,0.25,5650.0
1144,48,2,0,0.01,0.25,5700.0
1145,48,2,0,0.01,0.25,5750.0
1146,48,2,0,0.01,0.35,5650.0
1147,48,2,0,0.01,0.35,5700.0
1148,48,2,0,0.01,0.35,5750.0
1149,48,2,0,0.01,0.45,5650.0
1150,48,2,0,0.01,0.45,5700.0
1151,48,2,0,0.01,0.45,5750.0
1152,48,2,0,0.1,0.25,5650.0
1153,48,2,0,0.1,0.25,5700.0
1154,48,2,0,0.1,0.25,5750.0
1155,48,2,0,0.1,0.35,5650.0
1156,48,2,0,0.1,0.35,5700.0
1157,48,2,0,0.1,0.35,5750.0
1158,48,2,0,0.1,0.45,5650.0
1159,48,2,0,0.1,0.45,5700.0
1160,48,2,0,0.1,0.45,5750.0
1161,48,2,1,0.001,0.25,5650.0
1162,48,2,1,0.001,0.25,5700.0
1163,48,2,1,0.001,0.25,5750.0
1164,48,2,1,0.001,0.35,5650.0
1165,48,2,1,0.001,0.35,5700.0
1166,48,2,1,0.001,0.35,5750.0
1167,48,2,1,0.001,0.45,5650.0
1168,48,2,1,0.001,0.45,5700.0
1169,48,2,1,0.001,0.45,5750.0
1170,48,2,1,0.01,0.25,5650.0
1171,48,2,1,0.01,0.25,5700.0
1172,48,2,1,0.01,0.25,5750.0
1173,48,2,1,0.01,0.35,5650.0
1174,48,2,1,0.01,0.35,5700.0
1175,48,2,1,0.01,0.35,5750.0
1176,48,2,1,0.01,0.45,5650.0
1177,48,2,1,0.01,0.45,5700.0
1178,48,2,1,0.01,0.45,5750.0
1179,48,2,1,0.1,0.25,5650.0
1180,48,2,1,0.1,0.25,5700.0
1181,48,2,1,0.1,0.25,5750.0
1182,48,2,1,0.1,0.35,5650.0
1183,48,2,1,0.1,0.35,5700.0
1184,48,2,1,0.1,0.35,5750.0
1185,48,2,1,0.1,0.45,5650.0
1186,48,2,1,0.1,0.45,5700.0
1187,48,2,1,0.1,0.45,5750.0
1188,48,2,2,0.001,0.25,5650.0
1189,48,2,2,0.001,0.25,5700.0
1190,48,2,2,0.001,0.25,5750.0
1191,48,2,2,0.001,0.35,5650.0
1192,48,2,2,0.001,0.35,5700.0
1193,48,2,2,0.001,0.35,5750.0
1194,48,2,2,0.001,0.45,5650.0
1195,48,2,2,0.001,0.45,5700.0
1196,48,2,2,0.001,0.45,5750.0
1197,48,2,2,0.01,0.25,5650.0
1198,48,2,2,0.01,0.25,5700.0
1199,48,2,2,0.01,0.25,5750.0
1200,48,2,2,0.01,0.35,5650.0
1201,48,2,2,0.01,0.35,5700.0
1202,48,2,2,0.01,0.35,5750.0
1203,48,2,2,0.01,0.45,5650.0
1204,48,2,2,0.01,0.45,5700.0
1205,48,2,2,0.01,0.45,5750.0
1206,48,2,2,0.1,0.25,5650.0
1207,48,2,2,0.1,0.25,5700.0
1208,48,2,2,0.1,0.25,5750.0
1209,48,2,2,0.1,0.35,5650.0
1210,48,2,2,0.1,0.35,5700.0
1211,48,2,2,0.1,0.35,5750.0
1212,48,2,2,0.1,0.45,5650.0
1213,48,2,2,0.1,0.45,5700.0
1214,48,2,2,0.1,0.45,5750.0
